Date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,Predicted,Actual
2022-06-03,1860.18994140625,1865.989990234375,1882.6600341796875,1866.5699462890625,1822.0999755859375,1765.6600341796875,1699.239990234375,1694.93994140625,1723.8900146484375,1671.22998046875,1675.9000244140625,1720.780029296875,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1876.26806640625,1812.800048828125
2022-06-06,1865.989990234375,1882.6600341796875,1866.5699462890625,1822.0999755859375,1765.6600341796875,1699.239990234375,1694.93994140625,1723.8900146484375,1671.22998046875,1675.9000244140625,1720.780029296875,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1859.2147216796875,1797.949951171875
2022-06-07,1882.6600341796875,1866.5699462890625,1822.0999755859375,1765.6600341796875,1699.239990234375,1694.93994140625,1723.8900146484375,1671.22998046875,1675.9000244140625,1720.780029296875,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1841.775146484375,1805.9000244140625
2022-06-08,1866.5699462890625,1822.0999755859375,1765.6600341796875,1699.239990234375,1694.93994140625,1723.8900146484375,1671.22998046875,1675.9000244140625,1720.780029296875,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1805.9000244140625,1828.3038330078125,1783.9599609375
2022-06-09,1822.0999755859375,1765.6600341796875,1699.239990234375,1694.93994140625,1723.8900146484375,1671.22998046875,1675.9000244140625,1720.780029296875,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1805.9000244140625,1783.9599609375,1815.3125,1775.1500244140625
2022-06-10,1765.6600341796875,1699.239990234375,1694.93994140625,1723.8900146484375,1671.22998046875,1675.9000244140625,1720.780029296875,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1805.9000244140625,1783.9599609375,1775.1500244140625,1803.39794921875,1804.0699462890625
2022-06-13,1699.239990234375,1694.93994140625,1723.8900146484375,1671.22998046875,1675.9000244140625,1720.780029296875,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1805.9000244140625,1783.9599609375,1775.1500244140625,1804.0699462890625,1798.4833984375,1813.1199951171875
2022-06-14,1694.93994140625,1723.8900146484375,1671.22998046875,1675.9000244140625,1720.780029296875,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1805.9000244140625,1783.9599609375,1775.1500244140625,1804.0699462890625,1813.1199951171875,1799.0460205078125,1842.52001953125
2022-06-15,1723.8900146484375,1671.22998046875,1675.9000244140625,1720.780029296875,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1805.9000244140625,1783.9599609375,1775.1500244140625,1804.0699462890625,1813.1199951171875,1842.52001953125,1806.896728515625,1864.75
2022-06-16,1671.22998046875,1675.9000244140625,1720.780029296875,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1805.9000244140625,1783.9599609375,1775.1500244140625,1804.0699462890625,1813.1199951171875,1842.52001953125,1864.75,1820.5262451171875,1778.93994140625
2022-06-17,1675.9000244140625,1720.780029296875,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1805.9000244140625,1783.9599609375,1775.1500244140625,1804.0699462890625,1813.1199951171875,1842.52001953125,1864.75,1778.93994140625,1820.686767578125,1788.6500244140625
2022-06-21,1720.780029296875,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1805.9000244140625,1783.9599609375,1775.1500244140625,1804.0699462890625,1813.1199951171875,1842.52001953125,1864.75,1778.93994140625,1788.6500244140625,1816.400390625,1766.800048828125
2022-06-22,1718.1700439453125,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1805.9000244140625,1783.9599609375,1775.1500244140625,1804.0699462890625,1813.1199951171875,1842.52001953125,1864.75,1778.93994140625,1788.6500244140625,1766.800048828125,1807.215576171875,1756.06005859375
2022-06-23,1736.1500244140625,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1805.9000244140625,1783.9599609375,1775.1500244140625,1804.0699462890625,1813.1199951171875,1842.52001953125,1864.75,1778.93994140625,1788.6500244140625,1766.800048828125,1756.06005859375,1795.41796875,1768.8199462890625
2022-06-24,1789.199951171875,1780.8900146484375,1740.5999755859375,1743.43994140625,1725.6099853515625,1743.1300048828125,1751.5799560546875,1758.9000244140625,1785.8800048828125,1786.3499755859375,1762.8599853515625,1746.1600341796875,1738.8900146484375,1737.5999755859375,1770.52001953125,1754.030029296875,1800.449951171875,1811.8299560546875,1831.280029296875,1810.760009765625,1810.699951171875,1784.8599853515625,1837.510009765625,1855.18994140625,1885.5899658203125,1880.9300537109375,1866.4000244140625,1901.93994140625,1900.3599853515625,1893.6400146484375,1888.72998046875,1882.280029296875,1923.030029296875,1918.47998046875,1952.3499755859375,1962.449951171875,1966.75,1953.3900146484375,1956.4200439453125,1930.510009765625,1887.52001953125,1882.9300537109375,1885.9599609375,1912.18994140625,1846.1199951171875,1832.27001953125,1812.800048828125,1797.949951171875,1805.9000244140625,1783.9599609375,1775.1500244140625,1804.0699462890625,1813.1199951171875,1842.52001953125,1864.75,1778.93994140625,1788.6500244140625,1766.800048828125,1756.06005859375,1768.8199462890625,1785.9952392578125,1752.2900390625
