Date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,Predicted,Actual
2022-06-03,143.08445739746094,143.83242797851562,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,166.1380157470703,156.6180419921875
2022-06-06,143.83242797851562,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,164.3053741455078,154.95245361328125
2022-06-07,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,162.37010192871094,155.6817626953125
2022-06-08,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,160.82522583007812,153.56277465820312
2022-06-09,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,159.32872009277344,152.30123901367188
2022-06-10,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,152.30123901367188,157.89395141601562,153.7106170654297
2022-06-13,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,152.30123901367188,153.7106170654297,156.94647216796875,152.23226928710938
2022-06-14,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,152.30123901367188,153.7106170654297,152.23226928710938,156.09715270996094,155.1002655029297
2022-06-15,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,152.30123901367188,153.7106170654297,152.23226928710938,155.1002655029297,155.9022216796875,161.07289123535156
2022-06-16,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,152.30123901367188,153.7106170654297,152.23226928710938,155.1002655029297,161.07289123535156,156.98388671875,151.62118530273438
2022-06-17,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,152.30123901367188,153.7106170654297,152.23226928710938,155.1002655029297,161.07289123535156,151.62118530273438,156.7508087158203,153.06997680664062
2022-06-21,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,152.30123901367188,153.7106170654297,152.23226928710938,155.1002655029297,161.07289123535156,151.62118530273438,153.06997680664062,156.194091796875,150.17237854003906
2022-06-22,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,152.30123901367188,153.7106170654297,152.23226928710938,155.1002655029297,161.07289123535156,151.62118530273438,153.06997680664062,150.17237854003906,155.31280517578125,148.52647399902344
2022-06-23,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,152.30123901367188,153.7106170654297,152.23226928710938,155.1002655029297,161.07289123535156,151.62118530273438,153.06997680664062,150.17237854003906,148.52647399902344,154.009521484375,152.25193786621094
2022-06-24,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,152.30123901367188,153.7106170654297,152.23226928710938,155.1002655029297,161.07289123535156,151.62118530273438,153.06997680664062,150.17237854003906,148.52647399902344,152.25193786621094,153.4341278076172,154.63706970214844
2022-06-27,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,152.30123901367188,153.7106170654297,152.23226928710938,155.1002655029297,161.07289123535156,151.62118530273438,153.06997680664062,150.17237854003906,148.52647399902344,152.25193786621094,154.63706970214844,153.60369873046875,151.5029296875
2022-06-28,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,159.05242919921875,156.6180419921875,154.95245361328125,155.6817626953125,153.56277465820312,152.30123901367188,153.7106170654297,152.23226928710938,155.1002655029297,161.07289123535156,151.62118530273438,153.06997680664062,150.17237854003906,148.52647399902344,152.25193786621094,154.63706970214844,151.5029296875,153.54299926757812,150.53704833984375
